name,type,start_time,duration,"error","data"
"ch0","data",52.4123205,0.000082,,0x00
"ch0","data",52.412405,0.000082,,0x00
"ch0","data",52.4124895,0.000082,,0x01
"ch0","data",52.4125745,0.000082,,0x00
"ch0","data",52.412659,0.000082,,0x04
"ch0","data",52.412744,0.000082,,0x00
"ch0","data",52.4128285,0.000082,,0x00
"ch0","data",52.4129135,0.000082,,0x00
"ch0","data",52.412998,0.000082,,0x34
"ch0","data",52.4130825,0.000082,,0x99
"ch0","data",52.413167,0.000082,,0x7D
"ch0","data",52.413252,0.000082,,0xDD
"ch0","data",52.4133365,0.000082,,0x02
"ch0","data",52.413421,0.000082,,0x00
"ch0","data",52.413506,0.000082,,0x0F
"ch0","data",52.4135905,0.000082,,0x00
"ch0","data",52.413675,0.000082,,0x7B
"ch0","data",52.4137595,0.000082,,0x0C
"ch0","data",52.4138445,0.000082,,0x00
"ch0","data",52.413929,0.000082,,0x11
"ch0","data",52.4140135,0.000082,,0x00
"ch0","data",52.4140985,0.000082,,0x00
"ch0","data",52.414183,0.000082,,0x00
"ch0","data",52.4142675,0.000082,,0x00
"ch0","data",52.414352,0.000082,,0x00
"ch0","data",52.414437,0.000082,,0x01
"ch0","data",52.4145215,0.000082,,0x00
"ch0","data",52.414606,0.000082,,0x61
"ch0","data",52.4146905,0.000082,,0x76
"ch0","data",52.4147755,0.000082,,0x7D
"ch0","data",52.41486,0.000082,,0xDD
"ch0","data",52.4149445,0.000082,,0x02
"ch0","data",52.415029,0.000082,,0x00
"ch0","data",52.415114,0.000082,,0x0F
"ch0","data",52.4151985,0.000082,,0x00
"ch0","data",52.415283,0.000082,,0x7B
"ch0","data",52.415368,0.000082,,0x0C
"ch0","data",52.4154525,0.000082,,0x00
"ch0","data",52.415537,0.000082,,0x11
"ch0","data",52.4156215,0.000082,,0x00
"ch0","data",52.4157065,0.000082,,0x0B
"ch0","data",52.415791,0.000082,,0x00
"ch0","data",52.4158755,0.000082,,0x00
"ch0","data",52.4159605,0.000082,,0x00
"ch0","data",52.416045,0.000082,,0x01
"ch0","data",52.4161295,0.000082,,0x00
"ch0","data",52.4162145,0.000082,,0xC3
"ch0","data",52.416299,0.000082,,0xB5
"ch0","data",52.416384,0.000082,,0x7D
"ch1","data",52.6934005,0.000082,,0x0D
"ch1","data",52.6934875,0.000082,,0x0A
"ch1","data",52.693574,0.000082,,0x00
"ch1","data",52.693661,0.000082,,0x7B
"ch1","data",52.6937475,0.000082,,0x0C
"ch1","data",52.6938345,0.000082,,0x00
"ch1","data",52.693921,0.000082,,0x01
"ch1","data",52.694008,0.000082,,0x00
"ch1","data",52.6940945,0.000082,,0x03
"ch1","data",52.6941815,0.000082,,0x00
"ch1","data",52.694268,0.000082,,0x01
"ch1","data",52.694355,0.000082,,0x00
"ch1","data",52.6944415,0.000082,,0x00
"ch1","data",52.6945285,0.000082,,0x00
"ch1","data",52.694615,0.000082,,0xB0
"ch1","data",52.694702,0.000082,,0xC0
"ch1","data",52.6947885,0.000082,,0x7D
"ch1","data",52.6948755,0.000082,,0x0D
"ch1","data",52.694962,0.000082,,0x0A
"ch1","data",52.8483305,0.000082,,0x0D
"ch1","data",52.8484175,0.000082,,0x0A
"ch1","data",52.848504,0.000082,,0x00
"ch1","data",52.848591,0.000082,,0x7B
"ch1","data",52.8486775,0.000082,,0x38
"ch1","data",52.8487645,0.000082,,0x00
"ch1","data",52.848851,0.000082,,0x01
"ch1","data",52.848938,0.000082,,0x00
"ch1","data",52.8490245,0.000082,,0x05
"ch1","data",52.8491115,0.000082,,0x00
"ch1","data",52.849198,0.000082,,0x01
"ch1","data",52.849285,0.000082,,0x00
"ch1","data",52.8493715,0.000082,,0x00
"ch1","data",52.8494585,0.000082,,0x00
"ch1","data",52.849545,0.000082,,0x46
"ch1","data",52.849632,0.000082,,0x81
"ch1","data",52.8497185,0.000082,,0x9E
"ch1","data",52.8498055,0.000082,,0xE3
"ch1","data",52.849892,0.000082,,0x00
"ch1","data",52.849979,0.000082,,0x1D
"ch1","data",52.8500655,0.000082,,0x00
"ch1","data",52.8501525,0.000082,,0x0F
"ch1","data",52.850239,0.000082,,0x00
"ch1","data",52.850326,0.000082,,0x01
"ch1","data",52.8504125,0.000082,,0x00
"ch1","data",52.8504995,0.000082,,0x00
"ch1","data",52.850586,0.000082,,0x00
"ch1","data",52.850673,0.000082,,0x00
"ch1","data",52.8507595,0.000082,,0x00
"ch1","data",52.8508465,0.000082,,0x00
"ch1","data",52.850933,0.000082,,0x09
"ch1","data",52.85102,0.000082,,0x00
"ch1","data",52.8511065,0.000082,,0x16
"ch1","data",52.8511935,0.000082,,0x25
"ch1","data",52.85128,0.000082,,0x61
"ch1","data",52.851367,0.000082,,0x07
"ch1","data",52.8514535,0.000082,,0x73
"ch1","data",52.8515405,0.000082,,0x62
"ch1","data",52.851627,0.000082,,0x00
"ch1","data",52.851714,0.000082,,0x00
"ch1","data",52.8518005,0.000082,,0xFF
"ch1","data",52.8518875,0.000082,,0x04
"ch1","data",52.851974,0.000082,,0xFF
"ch1","data",52.852061,0.000082,,0x0F
"ch1","data",52.8521475,0.000082,,0x04
"ch1","data",52.8522345,0.000082,,0x40
"ch1","data",52.852321,0.000082,,0x0C
"ch1","data",52.852408,0.000082,,0xFE
"ch1","data",52.8524945,0.000082,,0x00
"ch1","data",52.8525815,0.000082,,0x00
"ch1","data",52.852668,0.000082,,0x00
"ch1","data",52.852755,0.000082,,0x01
"ch1","data",52.8528415,0.000082,,0x00
"ch1","data",52.8529285,0.000082,,0x13
"ch1","data",52.853015,0.000082,,0x00
"ch1","data",52.853102,0.000082,,0x00
"ch1","data",52.8531885,0.000082,,0x2C
"ch1","data",52.8532755,0.000082,,0xCC
"ch1","data",52.853362,0.000082,,0xBF
"ch1","data",52.853449,0.000082,,0xCF
"ch1","data",52.8535355,0.000082,,0x7D
"ch1","data",52.8536225,0.000082,,0x0D
"ch1","data",52.853709,0.000082,,0x0A
"ch1","data",52.853796,0.000082,,0x0D
"ch1","data",52.8538825,0.000082,,0x0A
"ch1","data",52.8539695,0.000082,,0x0D
"ch1","data",52.854056,0.000082,,0x0A
"ch1","data",52.854143,0.000082,,0x00
"ch1","data",52.8542295,0.000082,,0x7B
"ch1","data",52.8543165,0.000082,,0x0C
"ch1","data",52.854403,0.000082,,0x00
"ch1","data",52.85449,0.000082,,0x01
"ch1","data",52.8545765,0.000082,,0x00
"ch1","data",52.8546635,0.000082,,0x03
"ch1","data",52.85475,0.000082,,0x00
"ch1","data",52.854837,0.000082,,0x01
"ch1","data",52.8549235,0.000082,,0x00
"ch1","data",52.8550105,0.000082,,0x00
"ch1","data",52.855097,0.000082,,0x00
"ch1","data",52.855184,0.000082,,0xB0
"ch1","data",52.8552705,0.000082,,0xC0
"ch1","data",52.8553575,0.000082,,0x7D
"ch1","data",52.855444,0.000082,,0x0D
"ch1","data",52.855531,0.000082,,0x0A
"ch1","data",53.2308085,0.000082,,0x0D
"ch1","data",53.230895,0.000082,,0x0A
"ch1","data",53.230982,0.000082,,0x00
"ch1","data",53.2310685,0.000082,,0x7B
"ch1","data",53.2311555,0.000082,,0x0C
"ch1","data",53.231242,0.000082,,0x00
"ch1","data",53.231329,0.000082,,0x01
"ch1","data",53.2314155,0.000082,,0x00
"ch1","data",53.2315025,0.000082,,0x03
"ch1","data",53.231589,0.000082,,0x00
"ch1","data",53.231676,0.000082,,0x01
"ch1","data",53.2317625,0.000082,,0x00
"ch1","data",53.2318495,0.000082,,0x00
"ch1","data",53.231936,0.000082,,0x00
"ch1","data",53.232023,0.000082,,0xB0
"ch1","data",53.2321095,0.000082,,0xC0
"ch1","data",53.2321965,0.000082,,0x7D
"ch1","data",53.232283,0.000082,,0x0D
"ch1","data",53.23237,0.000082,,0x0A
"ch1","data",53.6936345,0.000082,,0x0D
"ch1","data",53.6937215,0.000082,,0x0A
"ch1","data",53.693808,0.000082,,0x00
"ch1","data",53.693895,0.000082,,0x7B
"ch1","data",53.6939815,0.000082,,0x10
"ch1","data",53.6940685,0.000082,,0x00
"ch1","data",53.694155,0.000082,,0x01
"ch1","data",53.694242,0.000082,,0x00
"ch1","data",53.6943285,0.000082,,0x08
"ch1","data",53.6944155,0.000082,,0x00
"ch1","data",53.694502,0.000082,,0x01
"ch1","data",53.694589,0.000082,,0x00
"ch1","data",53.6946755,0.000082,,0x00
"ch1","data",53.6947625,0.000082,,0x00
"ch1","data",53.694849,0.000082,,0x05
"ch1","data",53.694936,0.000082,,0x08
"ch1","data",53.6950225,0.000082,,0x10
"ch1","data",53.6951095,0.000082,,0x40
"ch1","data",53.695196,0.000082,,0xB5
"ch1","data",53.695283,0.000082,,0x38
"ch1","data",53.6953695,0.000082,,0x7D
"ch1","data",53.6954565,0.000082,,0x0D
"ch1","data",53.695543,0.000082,,0x0A
"ch0","data",58.4880545,0.000082,,0xDD
"ch0","data",58.4881395,0.000082,,0x02
"ch0","data",58.488224,0.000082,,0x00
"ch0","data",58.4883085,0.000082,,0x3B
"ch0","data",58.4883935,0.000082,,0x00
"ch0","data",58.488478,0.000082,,0x7B
"ch0","data",58.4885625,0.000082,,0x38
"ch0","data",58.4886475,0.000082,,0x00
"ch0","data",58.488732,0.000082,,0x11
"ch0","data",58.4888165,0.000082,,0x00
"ch0","data",58.488901,0.000082,,0x01
"ch0","data",58.4889855,0.000082,,0x00
"ch0","data",58.4890705,0.000082,,0x00
"ch0","data",58.489155,0.000082,,0x00
"ch0","data",58.48924,0.000082,,0x01
"ch0","data",58.4893245,0.000082,,0x00
"ch0","data",58.489409,0.000082,,0x46
"ch0","data",58.489494,0.000082,,0x81
"ch0","data",58.4895785,0.000082,,0x9E
"ch0","data",58.4896635,0.000082,,0xE3
"ch0","data",58.489748,0.000082,,0x00
"ch0","data",58.4898325,0.000082,,0x1D
"ch0","data",58.4899175,0.000082,,0x00
"ch0","data",58.490002,0.000082,,0x0F
"ch0","data",58.490087,0.000082,,0x20
"ch0","data",58.4901715,0.000082,,0x00
"ch0","data",58.490256,0.000082,,0xA7
"ch0","data",58.490341,0.000082,,0x0A
"ch0","data",58.4904255,0.000082,,0xA5
"ch0","data",58.4905105,0.000082,,0x27
"ch0","data",58.490595,0.000082,,0x56
"ch0","data",58.49068,0.000082,,0x8F
"ch0","data",58.4907645,0.000082,,0x00
"ch0","data",58.490849,0.000082,,0x00
"ch0","data",58.490934,0.000082,,0x00
"ch0","data",58.4910185,0.000082,,0x00
"ch0","data",58.491103,0.000082,,0x00
"ch0","data",58.491188,0.000082,,0x00
"ch0","data",58.4912725,0.000082,,0x61
"ch0","data",58.4913575,0.000082,,0x07
"ch0","data",58.491442,0.000082,,0x73
"ch0","data",58.4915265,0.000082,,0x62
"ch0","data",58.4916115,0.000082,,0x2A
"ch0","data",58.491696,0.000082,,0x00
"ch0","data",58.491781,0.000082,,0x63
"ch0","data",58.4918655,0.000082,,0x00
"ch0","data",58.49195,0.000082,,0x00
"ch0","data",58.492035,0.000082,,0x88
"ch0","data",58.4921195,0.000082,,0x00
"ch0","data",58.4922045,0.000082,,0x00
"ch0","data",58.492289,0.000082,,0x98
"ch0","data",58.4923735,0.000082,,0x00
"ch0","data",58.4924585,0.000082,,0x9F
"ch0","data",58.492543,0.000082,,0x00
"ch0","data",58.492628,0.000082,,0x09
"ch0","data",58.4927125,0.000082,,0x00
"ch0","data",58.492797,0.000082,,0x00
"ch0","data",58.492882,0.000082,,0x00
"ch0","data",58.4929665,0.000082,,0x08
"ch0","data",58.4930515,0.000082,,0x0E
"ch0","data",58.493136,0.000082,,0x89
"ch0","data",58.4932205,0.000082,,0xCE
"ch0","data",58.4933055,0.000082,,0x7D
"ch0","data",58.49339,0.000082,,0xDD
"ch0","data",58.493475,0.000082,,0x02
"ch0","data",58.4935595,0.000082,,0x00
"ch0","data",58.4936445,0.000082,,0x0F
"ch0","data",58.493729,0.000082,,0x00
"ch0","data",58.4938135,0.000082,,0x7B
"ch0","data",58.4938985,0.000082,,0x0C
"ch0","data",58.493983,0.000082,,0x00
"ch0","data",58.494068,0.000082,,0x11
"ch0","data",58.4941525,0.000082,,0x00
"ch0","data",58.4942375,0.000082,,0x00
"ch0","data",58.494322,0.000082,,0x00
"ch0","data",58.4944065,0.000082,,0x00
"ch0","data",58.4944915,0.000082,,0x00
"ch0","data",58.494576,0.000082,,0x01
"ch0","data",58.494661,0.000082,,0x00
"ch0","data",58.4947455,0.000082,,0x61
"ch0","data",58.4948305,0.000082,,0x76
"ch0","data",58.494915,0.000082,,0x7D
"ch1","data",58.790458,0.000082,,0x0D
"ch1","data",58.790545,0.000082,,0x0A
"ch1","data",58.7906315,0.000082,,0x00
"ch1","data",58.7907185,0.000082,,0x7B
"ch1","data",58.790805,0.000082,,0x38
"ch1","data",58.790892,0.000082,,0x00
"ch1","data",58.7909785,0.000082,,0x01
"ch1","data",58.7910655,0.000082,,0x00
"ch1","data",58.791152,0.000082,,0x05
"ch1","data",58.791239,0.000082,,0x00
"ch1","data",58.7913255,0.000082,,0x01
"ch1","data",58.7914125,0.000082,,0x00
"ch1","data",58.791499,0.000082,,0x00
"ch1","data",58.791586,0.000082,,0x00
"ch1","data",58.7916725,0.000082,,0x46
"ch1","data",58.7917595,0.000082,,0x81
"ch1","data",58.791846,0.000082,,0x9E
"ch1","data",58.791933,0.000082,,0xE3
"ch1","data",58.7920195,0.000082,,0x00
"ch1","data",58.7921065,0.000082,,0x1D
"ch1","data",58.792193,0.000082,,0x00
"ch1","data",58.79228,0.000082,,0x0F
"ch1","data",58.7923665,0.000082,,0x00
"ch1","data",58.7924535,0.000082,,0x01
"ch1","data",58.79254,0.000082,,0x00
"ch1","data",58.792627,0.000082,,0x00
"ch1","data",58.7927135,0.000082,,0x00
"ch1","data",58.7928005,0.000082,,0x00
"ch1","data",58.792887,0.000082,,0x00
"ch1","data",58.792974,0.000082,,0x00
"ch1","data",58.7930605,0.000082,,0x09
"ch1","data",58.7931475,0.000082,,0x00
"ch1","data",58.793234,0.000082,,0x16
"ch1","data",58.793321,0.000082,,0x25
"ch1","data",58.7934075,0.000082,,0x61
"ch1","data",58.7934945,0.000082,,0x07
"ch1","data",58.793581,0.000082,,0x73
"ch1","data",58.793668,0.000082,,0x62
"ch1","data",58.7937545,0.000082,,0x00
"ch1","data",58.7938415,0.000082,,0x00
"ch1","data",58.793928,0.000082,,0xFF
"ch1","data",58.794015,0.000082,,0x04
"ch1","data",58.7941015,0.000082,,0xFF
"ch1","data",58.7941885,0.000082,,0x0F
"ch1","data",58.794275,0.000082,,0x04
"ch1","data",58.794362,0.000082,,0x40
"ch1","data",58.7944485,0.000082,,0x0C
"ch1","data",58.7945355,0.000082,,0xFE
"ch1","data",58.794622,0.000082,,0x00
"ch1","data",58.794709,0.000082,,0x00
"ch1","data",58.7947955,0.000082,,0x00
"ch1","data",58.7948825,0.000082,,0x01
"ch1","data",58.794969,0.000082,,0x00
"ch1","data",58.795056,0.000082,,0x13
"ch1","data",58.7951425,0.000082,,0x00
"ch1","data",58.7952295,0.000082,,0x00
"ch1","data",58.795316,0.000082,,0x2C
"ch1","data",58.795403,0.000082,,0xCC
"ch1","data",58.7954895,0.000082,,0xBF
"ch1","data",58.7955765,0.000082,,0xCF
"ch1","data",58.795663,0.000082,,0x7D
"ch1","data",58.79575,0.000082,,0x0D
"ch1","data",58.7958365,0.000082,,0x0A
"ch1","data",58.7959235,0.000082,,0x0D
"ch1","data",58.79601,0.000082,,0x0A
"ch1","data",58.7960965,0.000082,,0x0D
"ch1","data",58.7961835,0.000082,,0x0A
"ch1","data",58.79627,0.000082,,0x00
"ch1","data",58.796357,0.000082,,0x7B
"ch1","data",58.7964435,0.000082,,0x0C
"ch1","data",58.7965305,0.000082,,0x00
"ch1","data",58.796617,0.000082,,0x01
"ch1","data",58.796704,0.000082,,0x00
"ch1","data",58.7967905,0.000082,,0x03
"ch1","data",58.7968775,0.000082,,0x00
"ch1","data",58.796964,0.000082,,0x01
"ch1","data",58.797051,0.000082,,0x00
"ch1","data",58.7971375,0.000082,,0x00
"ch1","data",58.7972245,0.000082,,0x00
"ch1","data",58.797311,0.000082,,0xB0
"ch1","data",58.797398,0.000082,,0xC0
"ch1","data",58.7974845,0.000082,,0x7D
"ch1","data",58.7975715,0.000082,,0x0D
"ch1","data",58.797658,0.000082,,0x0A
"ch0","data",64.7051375,0.000082,,0xDD
"ch0","data",64.705222,0.000082,,0x02
"ch0","data",64.7053065,0.000082,,0x00
"ch0","data",64.705391,0.000082,,0x3B
"ch0","data",64.705476,0.000082,,0x00
"ch0","data",64.7055605,0.000082,,0x7B
"ch0","data",64.705645,0.000082,,0x38
"ch0","data",64.7057295,0.000082,,0x00
"ch0","data",64.7058145,0.000082,,0x11
"ch0","data",64.705899,0.000082,,0x00
"ch0","data",64.7059835,0.000082,,0x01
"ch0","data",64.7060685,0.000082,,0x00
"ch0","data",64.706153,0.000082,,0x00
"ch0","data",64.706238,0.000082,,0x00
"ch0","data",64.7063225,0.000082,,0x01
"ch0","data",64.706407,0.000082,,0x00
"ch0","data",64.706492,0.000082,,0x46
"ch0","data",64.7065765,0.000082,,0x81
"ch0","data",64.706661,0.000082,,0x9E
"ch0","data",64.706746,0.000082,,0xE3
"ch0","data",64.7068305,0.000082,,0x00
"ch0","data",64.706915,0.000082,,0x1D
"ch0","data",64.7069995,0.000082,,0x00
"ch0","data",64.7070845,0.000082,,0x0F
"ch0","data",64.707169,0.000082,,0x20
"ch0","data",64.7072535,0.000082,,0x00
"ch0","data",64.707338,0.000082,,0xA7
"ch0","data",64.707423,0.000082,,0x0A
"ch0","data",64.707507,0.000082,,0xA5
"ch0","data",64.7075915,0.000082,,0x27
"ch0","data",64.7076765,0.000082,,0x56
"ch0","data",64.707761,0.000082,,0x8F
"ch0","data",64.7078455,0.000082,,0x00
"ch0","data",64.7079305,0.000082,,0x00
"ch0","data",64.708015,0.000082,,0x00
"ch0","data",64.7080995,0.000082,,0x00
"ch0","data",64.708184,0.000082,,0x00
"ch0","data",64.708269,0.000082,,0x00
"ch0","data",64.7083535,0.000082,,0x61
"ch0","data",64.7084375,0.000082,,0x07
"ch0","data",64.708522,0.000082,,0x73
"ch0","data",64.708607,0.000082,,0x62
"ch0","data",64.7086915,0.000082,,0x2A
"ch0","data",64.708776,0.000082,,0x00
"ch0","data",64.7088605,0.000082,,0x63
"ch0","data",64.708945,0.000082,,0x00
"ch0","data",64.70903,0.000082,,0x00
"ch0","data",64.7091145,0.000082,,0x88
"ch0","data",64.709199,0.000082,,0x00
"ch0","data",64.7092835,0.000082,,0x00
"ch0","data",64.709368,0.000082,,0x98
"ch0","data",64.709453,0.000082,,0x00
"ch0","data",64.7095375,0.000082,,0x9F
"ch0","data",64.709622,0.000082,,0x00
"ch0","data",64.7097065,0.000082,,0x09
"ch0","data",64.7097915,0.000082,,0x00
"ch0","data",64.709876,0.000082,,0x00
"ch0","data",64.7099605,0.000082,,0x00
"ch0","data",64.710045,0.000082,,0x08
"ch0","data",64.7101295,0.000082,,0x0E
"ch0","data",64.710214,0.000082,,0x89
"ch0","data",64.710299,0.000082,,0xCE
"ch0","data",64.7103835,0.000082,,0x7D
"ch0","data",64.710468,0.000082,,0xDD
"ch0","data",64.7105525,0.000082,,0x02
"ch0","data",64.710637,0.000082,,0x00
"ch0","data",64.7107215,0.000082,,0x0F
"ch0","data",64.7108065,0.000082,,0x00
"ch0","data",64.710891,0.000082,,0x7B
"ch0","data",64.7109755,0.000082,,0x0C
"ch0","data",64.7110605,0.000082,,0x00
"ch0","data",64.711145,0.000082,,0x11
"ch0","data",64.7112295,0.000082,,0x00
"ch0","data",64.7113145,0.000082,,0x00
"ch0","data",64.711399,0.000082,,0x00
"ch0","data",64.711484,0.000082,,0x00
"ch0","data",64.7115685,0.000082,,0x00
"ch0","data",64.711653,0.000082,,0x01
"ch0","data",64.711738,0.000082,,0x00
"ch0","data",64.7118225,0.000082,,0x61
"ch0","data",64.711907,0.000082,,0x76
"ch0","data",64.711992,0.000082,,0x7D
"ch1","data",65.0092815,0.000082,,0x0D
"ch1","data",65.009368,0.000082,,0x0A
"ch1","data",65.009455,0.000082,,0x00
"ch1","data",65.0095415,0.000082,,0x7B
"ch1","data",65.0096285,0.000082,,0x38
"ch1","data",65.009715,0.000082,,0x00
"ch1","data",65.009802,0.000082,,0x01
"ch1","data",65.0098885,0.000082,,0x00
"ch1","data",65.0099755,0.000082,,0x05
"ch1","data",65.010062,0.000082,,0x00
"ch1","data",65.010149,0.000082,,0x01
"ch1","data",65.0102355,0.000082,,0x00
"ch1","data",65.0103225,0.000082,,0x00
"ch1","data",65.010409,0.000082,,0x00
"ch1","data",65.010496,0.000082,,0x46
"ch1","data",65.0105825,0.000082,,0x81
"ch1","data",65.0106695,0.000082,,0x9E
"ch1","data",65.010756,0.000082,,0xE3
"ch1","data",65.010843,0.000082,,0x00
"ch1","data",65.0109295,0.000082,,0x1D
"ch1","data",65.0110165,0.000082,,0x00
"ch1","data",65.011103,0.000082,,0x0F
"ch1","data",65.01119,0.000082,,0x00
"ch1","data",65.0112765,0.000082,,0x01
"ch1","data",65.0113635,0.000082,,0x00
"ch1","data",65.01145,0.000082,,0x00
"ch1","data",65.011537,0.000082,,0x00
"ch1","data",65.0116235,0.000082,,0x00
"ch1","data",65.0117105,0.000082,,0x00
"ch1","data",65.011797,0.000082,,0x00
"ch1","data",65.011884,0.000082,,0x09
"ch1","data",65.0119705,0.000082,,0x00
"ch1","data",65.0120575,0.000082,,0x16
"ch1","data",65.012144,0.000082,,0x25
"ch1","data",65.012231,0.000082,,0x61
"ch1","data",65.0123175,0.000082,,0x07
"ch1","data",65.0124045,0.000082,,0x73
"ch1","data",65.012491,0.000082,,0x62
"ch1","data",65.012578,0.000082,,0x00
"ch1","data",65.0126645,0.000082,,0x00
"ch1","data",65.0127515,0.000082,,0xFF
"ch1","data",65.012838,0.000082,,0x04
"ch1","data",65.012925,0.000082,,0xFF
"ch1","data",65.0130115,0.000082,,0x0F
"ch1","data",65.0130985,0.000082,,0x04
"ch1","data",65.013185,0.000082,,0x40
"ch1","data",65.013272,0.000082,,0x0C
"ch1","data",65.0133585,0.000082,,0xFE
"ch1","data",65.0134455,0.000082,,0x00
"ch1","data",65.013532,0.000082,,0x00
"ch1","data",65.013619,0.000082,,0x00
"ch1","data",65.0137055,0.000082,,0x01
"ch1","data",65.0137925,0.000082,,0x00
"ch1","data",65.013879,0.000082,,0x13
"ch1","data",65.013966,0.000082,,0x00
"ch1","data",65.0140525,0.000082,,0x00
"ch1","data",65.0141395,0.000082,,0x2C
"ch1","data",65.014226,0.000082,,0xCC
"ch1","data",65.014313,0.000082,,0xBF
"ch1","data",65.0143995,0.000082,,0xCF
"ch1","data",65.0144865,0.000082,,0x7D
"ch1","data",65.014573,0.000082,,0x0D
"ch1","data",65.01466,0.000082,,0x0A
"ch1","data",65.0147465,0.000082,,0x0D
"ch1","data",65.0148335,0.000082,,0x0A
"ch1","data",65.01492,0.000082,,0x0D
"ch1","data",65.015007,0.000082,,0x0A
"ch1","data",65.0150935,0.000082,,0x00
"ch1","data",65.0151805,0.000082,,0x7B
"ch1","data",65.015267,0.000082,,0x0C
"ch1","data",65.015354,0.000082,,0x00
"ch1","data",65.0154405,0.000082,,0x01
"ch1","data",65.0155275,0.000082,,0x00
"ch1","data",65.015614,0.000082,,0x03
"ch1","data",65.015701,0.000082,,0x00
"ch1","data",65.0157875,0.000082,,0x01
"ch1","data",65.0158745,0.000082,,0x00
"ch1","data",65.015961,0.000082,,0x00
"ch1","data",65.016048,0.000082,,0x00
"ch1","data",65.0161345,0.000082,,0xB0
"ch1","data",65.0162215,0.000082,,0xC0
"ch1","data",65.016308,0.000082,,0x7D
"ch1","data",65.016395,0.000082,,0x0D
"ch1","data",65.0164815,0.000082,,0x0A
"ch0","data",70.9218565,0.000082,,0xDD
"ch0","data",70.9219415,0.000082,,0x02
"ch0","data",70.922026,0.000082,,0x00
"ch0","data",70.9221105,0.000082,,0x3B
"ch0","data",70.9221955,0.000082,,0x00
"ch0","data",70.92228,0.000082,,0x7B
"ch0","data",70.9223645,0.000082,,0x38
"ch0","data",70.9224495,0.000082,,0x00
"ch0","data",70.9225345,0.000082,,0x11
"ch0","data",70.922619,0.000082,,0x00
"ch0","data",70.9227035,0.000082,,0x01
"ch0","data",70.922788,0.000082,,0x00
"ch0","data",70.922873,0.000082,,0x00
"ch0","data",70.9229575,0.000082,,0x00
"ch0","data",70.923042,0.000082,,0x01
"ch0","data",70.9231265,0.000082,,0x00
"ch0","data",70.9232115,0.000082,,0x46
"ch0","data",70.923296,0.000082,,0x81
"ch0","data",70.9233805,0.000082,,0x9E
"ch0","data",70.923465,0.000082,,0xE3
"ch0","data",70.9235495,0.000082,,0x00
"ch0","data",70.9236345,0.000082,,0x1D
"ch0","data",70.923719,0.000082,,0x00
"ch0","data",70.9238035,0.000082,,0x0F
"ch0","data",70.923888,0.000082,,0x20
"ch0","data",70.923973,0.000082,,0x00
"ch0","data",70.9240575,0.000082,,0xA7
"ch0","data",70.924142,0.000082,,0x0A
"ch0","data",70.924227,0.000082,,0xA5
"ch0","data",70.9243115,0.000082,,0x27
"ch0","data",70.924396,0.000082,,0x56
"ch0","data",70.9244805,0.000082,,0x8F
"ch0","data",70.924565,0.000082,,0x00
"ch0","data",70.92465,0.000082,,0x00
"ch0","data",70.9247345,0.000082,,0x00
"ch0","data",70.9248195,0.000082,,0x00
"ch0","data",70.924904,0.000082,,0x00
"ch0","data",70.9249885,0.000082,,0x00
"ch0","data",70.9250735,0.000082,,0x61
"ch0","data",70.925158,0.000082,,0x07
"ch0","data",70.9252425,0.000082,,0x73
"ch0","data",70.9253275,0.000082,,0x62
"ch0","data",70.925412,0.000082,,0x2A
"ch0","data",70.9254965,0.000082,,0x00
"ch0","data",70.9255815,0.000082,,0x63
"ch0","data",70.925666,0.000082,,0x00
"ch0","data",70.925751,0.000082,,0x00
"ch0","data",70.9258355,0.000082,,0x88
"ch0","data",70.92592,0.000082,,0x00
"ch0","data",70.926005,0.000082,,0x00
"ch0","data",70.9260895,0.000082,,0x98
"ch0","data",70.926174,0.000082,,0x00
"ch0","data",70.926259,0.000082,,0x9F
"ch0","data",70.9263435,0.000082,,0x00
"ch0","data",70.926428,0.000082,,0x09
"ch0","data",70.926513,0.000082,,0x00
"ch0","data",70.9265975,0.000082,,0x00
"ch0","data",70.926682,0.000082,,0x00
"ch0","data",70.926767,0.000082,,0x08
"ch0","data",70.9268515,0.000082,,0x0E
"ch0","data",70.926936,0.000082,,0x89
"ch0","data",70.927021,0.000082,,0xCE
"ch0","data",70.9271055,0.000082,,0x7D
"ch0","data",70.92719,0.000082,,0xDD
"ch0","data",70.9272745,0.000082,,0x02
"ch0","data",70.9273595,0.000082,,0x00
"ch0","data",70.927444,0.000082,,0x0F
"ch0","data",70.927529,0.000082,,0x00
"ch0","data",70.9276135,0.000082,,0x7B
"ch0","data",70.927698,0.000082,,0x0C
"ch0","data",70.9277825,0.000082,,0x00
"ch0","data",70.9278675,0.000082,,0x11
"ch0","data",70.927952,0.000082,,0x00
"ch0","data",70.9280365,0.000082,,0x00
"ch0","data",70.928121,0.000082,,0x00
"ch0","data",70.9282055,0.000082,,0x00
"ch0","data",70.9282905,0.000082,,0x00
"ch0","data",70.928375,0.000082,,0x01
"ch0","data",70.92846,0.000082,,0x00
"ch0","data",70.9285445,0.000082,,0x61
"ch0","data",70.928629,0.000082,,0x76
"ch0","data",70.928714,0.000082,,0x7D
"ch1","data",71.2620995,0.000082,,0x0D
"ch1","data",71.262186,0.000082,,0x0A
"ch1","data",71.262273,0.000082,,0x00
"ch1","data",71.2623595,0.000082,,0x7B
